tradeDate,801010.ZICN,801020.ZICN,801030.ZICN,801040.ZICN,801050.ZICN,801080.ZICN,801110.ZICN,801120.ZICN,801130.ZICN,801140.ZICN,801150.ZICN,801160.ZICN,801170.ZICN,801180.ZICN,801200.ZICN,801210.ZICN,801230.ZICN,801710.ZICN,801720.ZICN,801730.ZICN,801740.ZICN,801750.ZICN,801760.ZICN,801770.ZICN,801780.ZICN,801790.ZICN,801880.ZICN,801890.ZICN,801010.ZICNodr,801020.ZICNodr,801030.ZICNodr,801040.ZICNodr,801050.ZICNodr,801080.ZICNodr,801110.ZICNodr,801120.ZICNodr,801130.ZICNodr,801140.ZICNodr,801150.ZICNodr,801160.ZICNodr,801170.ZICNodr,801180.ZICNodr,801200.ZICNodr,801210.ZICNodr,801230.ZICNodr,801710.ZICNodr,801720.ZICNodr,801730.ZICNodr,801740.ZICNodr,801750.ZICNodr,801760.ZICNodr,801770.ZICNodr,801780.ZICNodr,801790.ZICNodr,801880.ZICNodr,801890.ZICNodr,801010.ZICNwgt,801020.ZICNwgt,801030.ZICNwgt,801040.ZICNwgt,801050.ZICNwgt,801080.ZICNwgt,801110.ZICNwgt,801120.ZICNwgt,801130.ZICNwgt,801140.ZICNwgt,801150.ZICNwgt,801160.ZICNwgt,801170.ZICNwgt,801180.ZICNwgt,801200.ZICNwgt,801210.ZICNwgt,801230.ZICNwgt,801710.ZICNwgt,801720.ZICNwgt,801730.ZICNwgt,801740.ZICNwgt,801750.ZICNwgt,801760.ZICNwgt,801770.ZICNwgt,801780.ZICNwgt,801790.ZICNwgt,801880.ZICNwgt,801890.ZICNwgt,801010.ZICNlever,801020.ZICNlever,801030.ZICNlever,801040.ZICNlever,801050.ZICNlever,801080.ZICNlever,801110.ZICNlever,801120.ZICNlever,801130.ZICNlever,801140.ZICNlever,801150.ZICNlever,801160.ZICNlever,801170.ZICNlever,801180.ZICNlever,801200.ZICNlever,801210.ZICNlever,801230.ZICNlever,801710.ZICNlever,801720.ZICNlever,801730.ZICNlever,801740.ZICNlever,801750.ZICNlever,801760.ZICNlever,801770.ZICNlever,801780.ZICNlever,801790.ZICNlever,801880.ZICNlever,801890.ZICNlever,CASHwgt,CASHodr,CASHlever
2005-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-21,-0.0107008526489,0.00105149180265,-0.00473231705118,-0.0109743384048,-0.00716547368104,-0.0106903536845,-0.00983858625262,-0.0071736483001,-0.00745208928113,-0.00916841670458,-0.00514442452798,-0.00977457619506,0.00695006728825,-0.00889819069761,-0.00545607840005,-0.00341528340262,-0.00932180663222,-0.00577884455587,-0.0103854787309,-0.00871477784208,-0.0119768520549,-0.0113214148498,-0.0102973837988,-0.00365015989792,-0.000560501879421,-0.0116775036209,-0.00519042934314,-0.00764184108488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-22,0.00442302679125,-0.000839535088129,0.00367969922528,0.00127174998353,0.00862483479404,0.00620509573871,0.00755237064451,0.0101172838239,0.00278276332042,0.0069489884058,0.00787933539463,0.00870873503136,0.00971287964318,0.00679591887844,0.0084545813963,0.00109176210433,0.000186358554397,0.0152967422796,0.00576912617847,0.0124429152259,0.00812900210067,0.00357513677204,-0.00281818151221,0.00106788606329,0.00351590049842,-0.00610130019618,0.0041176980667,0.00983746678284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-23,0.0113405056314,0.0184476083214,0.0134165257502,0.00501782999336,0.00628598496129,0.011707432161,0.00417932815836,0.0150368610646,0.00855592935304,0.0151964924726,0.0110138860162,0.00512844364937,0.00554081549001,0.010100723617,0.0142906326408,0.00502351338104,0.0136950414695,0.00534735797742,0.0108003827666,0.0150430041434,0.00264012033887,0.0131310154759,0.00776656673448,0.0110775883322,0.00383186056511,0.0104963596976,0.0104331264692,0.0117526413246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-26,0.0120129613853,0.00452085897304,0.0121744114242,0.00942651754521,0.00749938346605,0.00909140127631,0.00847493392402,0.00536283987667,0.00846537251581,0.00880583058439,0.00459049243127,0.0042725682091,-0.00186898118674,0.0129005834163,0.011723589935,0.000787119897526,0.00597878288542,0.0132119684105,0.00915385165737,0.0169986060415,0.008859294519,0.0170303109282,0.0104347130604,0.000639077372404,0.00723749577824,0.0152529172553,0.0108658992809,0.00936651764633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-27,0.00812943964982,-0.00282698730225,-0.0033547804907,0.00327970942798,-0.00491303072277,-0.00259989972935,4.80850143145e-05,-0.000289149125114,0.00290750052269,-0.00113947759148,-0.00245551356314,-0.00190086603263,-0.00177686115589,-0.00282824076265,-0.00179470743555,0.000131126435873,0.00260024780421,-0.0047519709264,0.0121435140349,0.00139897938892,-0.00299899349613,0.00121762364844,-0.00437781667479,-0.00875961579427,-0.0104678697942,-0.00850963495966,0.000105063300735,0.000785319796388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-28,0.00108054902399,-0.00256502237712,0.00171093043004,0.0110366907763,0.00531248746692,-0.000887018449636,0.00139346057192,0.00298754671596,-7.16884420616e-05,-0.000706042120301,0.000207324478359,0.00157382200456,0.00530211800564,0.0030744266922,0.00227631923899,0.00117936482843,0.000455487493356,0.00211041060914,-0.00374104356314,0.000747167026582,0.0122660968034,0.00309079722111,-0.00501325302712,0.00208119736439,-0.00377242563669,-0.00253380268067,-0.001697372485,0.0010984126428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-29,0.0101242507564,0.0335963409654,0.0166089461062,-0.00181514921092,0.0111599879438,0.0182787611615,0.0119564696247,0.0159410193058,0.00311370639168,0.00404844218226,0.0130486202861,0.0103878183717,0.0127110945047,0.0118034534817,0.00901404802605,0.00592339328743,0.00694321177409,0.0112240761658,0.016037965851,0.0131087247501,0.00955609355033,0.0116797062143,0.0130012665574,0.0160392764616,0.00713122705925,0.000457389974502,0.00748876446045,0.0120035736779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-30,-0.00899692252453,-0.0094036711376,-0.0057175974573,-0.0041873893508,-0.0122255607233,-0.00386359051082,-0.0126289323043,-0.0140465023117,-0.00983938272988,-0.00986051128763,-0.00736397636119,-0.0158627910487,-0.0103741343379,-0.0121075743214,-0.00985702096034,-0.00356882815073,-0.013316079081,-0.0137150966741,-0.00718326334204,-0.0120581011913,-0.0122569000319,-0.00423716048952,-0.00299976789278,-0.0130970655916,-0.00659964458321,-0.00429104747414,-0.00693267033095,-0.0105408977655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-04,0.00866426242879,0.0131925272164,0.0105727411413,0.00967460826791,0.031625418197,0.0180012238185,0.0134114884571,0.0071688057231,0.0117136636888,0.0121845644717,0.00885363664367,0.012407996116,0.00522411848316,0.0273453422593,0.00472750977291,0.00445609241847,0.018390800995,0.0108884046128,0.0120758745338,0.0299439869069,0.010706221968,0.0191657712963,0.0122700925918,0.0331337278316,0.0594968914527,0.0138894000928,0.00561870779887,0.0204093989062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
