tradeDate,000300.ZICNodr,000300.ZICN,000300.ZICNwgt,000300.ZICNlever,CASH,CASHwgt,CASHodr,CASHlever,netValue,000300.ZICNnv,000300.ZICNfee,CASHnv,return,RSRSweek,net,RSRSday,return
2007/4/13,-1,-0.002272417,0.333333333,1,0,0.666666667,1,1,0,0.332333333,0.001,0.666666667,,0,0,0,
2007/4/16,,0.027010792,,,0,,,,-0.010150258,0.323234416,,0.666666667,-0.010150258,-0.010150258,-0.002272417,-0.020821488,-0.020821488
2007/4/17,,0.008440933,,,0,,,,-0.013078271,0.320340211,,0.666666667,-0.002928014,-0.013078271,0.024738375,-0.018554224,0.002267264
2007/4/18,,0.006344794,,,0,,,,-0.015301217,0.318148585,,0.666666667,-0.002222946,-0.015301217,0.033179309,-0.02772242,-0.009168196
2007/4/19,,-0.04778749,,,0,,,,0.000984562,0.33431838,,0.666666667,0.016285779,0.000984562,0.039524103,-0.030551973,-0.002829552
2007/4/20,-1,0.043171009,0.333333333,1,0,0.666666667,1,1,-0.013681913,0.328803753,,0.657607506,-0.014666475,-0.013681913,-0.008263386,-0.032675882,-0.002123909
2007/4/23,,0.042276331,,,0,,,,-0.028180749,0.314605118,,0.657607506,-0.014498836,-0.028180749,0.034907623,-0.017241067,0.015434815
2007/4/24,,0.004036931,,,0,,,,-0.029608901,0.313217643,,0.657607506,-0.001428151,-0.029608901,0.077183954,-0.032070601,-0.014829534
2007/4/25,,0.000893598,,,0,,,,-0.029926087,0.312909759,,0.657607506,-0.000317186,-0.029926087,0.081220885,-0.046569437,-0.014498836
2007/4/26,,0.013051442,,,0,,,,-0.034602857,0.30838147,,0.657607506,-0.00467677,-0.034602857,0.082114483,-0.047918711,-0.001349273
2007/4/27,1,-0.00662256,0.333333333,1,0,0.666666667,1,1,-0.032219411,0.321796407,0.000968294,0.645529403,0.002383446,-0.032219411,0.095165926,-0.048216754,-0.000298044
2007/4/30,1,0.025093681,0.333333333,1,0,0.666666667,1,1,-0.024802006,0.325157565,1.01E-05,0.650335358,0.007417404,-0.024802006,0.088543366,-0.044856548,0.003360206
2007/5/8,,0.035151878,,,0,,,,-0.012957499,0.33679073,,0.650335358,0.011844507,-0.012957499,0.113637047,-0.047065515,-0.002208967
2007/5/9,,0.004128708,,,0,,,,-0.011546937,0.338184115,,0.650335358,0.001410562,-0.011546937,0.148788925,-0.038630795,0.00843472
2007/5/10,,0.006256594,,,0,,,,-0.009402075,0.340306629,,0.650335358,0.002144862,-0.009402075,0.152917633,-0.026784273,0.011846522
2007/5/11,1,-0.005897323,0.333333333,1,0,0.666666667,1,1,-0.011424012,0.32953383,1.32E-05,0.659093996,-0.002021937,-0.011424012,0.159174227,-0.025417977,0.001366297
2007/5/14,,0.008554542,,,0,,,,-0.008577755,0.332364933,,0.659093996,0.002846257,-0.008577755,0.153276904,-0.023329499,0.002088477
2007/5/15,,-0.035370614,,,0,,,,-0.020296125,0.320814459,,0.659093996,-0.01171837,-0.020296125,0.161831446,-0.025293494,-0.001963995
2007/5/16,,0.026189291,,,0,,,,-0.01164621,0.329327349,,0.659093996,0.008649915,-0.01164621,0.126460832,-0.022433841,0.002859653
2007/5/17,,0.020945022,,,0,,,,-0.004618793,0.336297861,,0.659093996,0.007027417,-0.004618793,0.152650122,-0.034088377,-0.011654536
2007/5/18,-1,-0.00052414,0.333333333,1,0,0.666666667,1,1,-0.004795845,0.33074333,0.000995216,0.663477091,-0.000177052,-0.004795845,0.173595144,-0.025282184,0.008806193
2007/5/21,,0.014408634,,,0,,,,-0.010635999,0.325943272,,0.663477091,-0.005840154,-0.010635999,0.173071005,-0.018260544,0.00702164
2007/5/22,,0.010140402,,,0,,,,-0.014098409,0.322523417,,0.663477091,-0.00346241,-0.014098409,0.187479639,-0.018442248,-0.000181703
2007/5/23,,0.017533076,,,0,,,,-0.020197571,0.316527943,,0.663477091,-0.006099162,-0.020197571,0.197620041,-0.024282401,-0.005840154
2007/5/24,,-0.004886314,,,0,,,,-0.018483269,0.318209408,,0.663477091,0.001714302,-0.018483269,0.215153117,-0.027685516,-0.003403114
2007/5/25,1,0.016572169,0.333333333,1,0,0.666666667,1,1,-0.024343667,0.3243408,0.00097595,0.6506335,-0.005860398,-0.024343667,0.210266803,-0.033598859,-0.005913344
2007/5/28,,0.02167666,,,0,,,,-0.018080798,0.331448179,,0.6506335,0.006262869,-0.018080798,0.226838973,-0.031975379,0.00162348
2007/5/29,,0.023229175,,,0,,,,-0.01018058,0.339237567,,0.6506335,0.007900218,-0.01018058,0.248515632,-0.027432342,0.004543038
2007/5/30,,-0.070007162,,,0,,,,-0.033624784,0.316300745,,0.6506335,-0.023444205,-0.033624784,0.271744807,-0.020162083,0.007270259
2007/5/31,,0.010618944,,,0,,,,-0.030138721,0.319677422,,0.6506335,0.003486064,-0.030138721,0.201737645,-0.012366295,0.007795788
2007/6/1,1,-0.032077661,0.333333333,1,0,0.666666667,1,1,-0.040593746,0.320073048,,0.640146096,-0.010455025,-0.040593746,0.212356588,-0.035169196,-0.022802901
2007/6/4,,-0.080016639,,,0,,,,-0.066561,0.295459747,,0.640146096,-0.025967254,-0.066561,0.180278928,-0.026529169,0.008640028
2007/6/5,,0.034483956,,,0,,,,-0.055542127,0.305826076,,0.640146096,0.011018873,-0.055542127,0.100262289,-0.058638518,-0.03210935
2007/6/6,,0.01174761,,,0,,,,-0.051729091,0.309439987,,0.640146096,0.003813036,-0.051729091,0.134746245,-0.084605772,-0.025967254
2007/6/7,,0.03335122,,,0,,,,-0.040738343,0.319934213,,0.640146096,0.010990749,-0.040738343,0.146493854,-0.072978491,0.011627281
2007/6/8,1,0.009311378,0.333333333,1,0,0.666666667,1,1,-0.037625806,0.321021563,2.85E-06,0.642048833,0.003112537,-0.037625806,0.179845074,-0.069058918,0.003919573
2007/6/11,,0.024195071,,,0,,,,-0.029498575,0.328883428,,0.642048833,0.008127231,-0.029498575,0.189156452,-0.057821836,0.011237082
2007/6/12,,0.02616876,,,0,,,,-0.020557534,0.337603499,,0.642048833,0.008941041,-0.020557534,0.213351524,-0.054719656,0.003102181
2007/6/13,,0.020151815,,,0,,,,-0.013566948,0.344475834,,0.642048833,0.006990585,-0.013566948,0.239520284,-0.046592595,0.008127061
2007/6/14,,-0.010361219,,,0,,,,-0.017172705,0.340925072,,0.642048833,-0.003605757,-0.017172705,0.259672099,-0.056452587,-0.009859992
2007/6/15,-1,0.005763789,0.333333333,1,0,0.666666667,1,1,-0.015169884,0.327329922,0.000984945,0.656629733,0.002002822,-0.015169884,0.249310881,-0.063261124,-0.006808537
2007/6/18,,0.030791617,,,0,,,,-0.026627529,0.317094125,,0.656629733,-0.011457646,-0.026627529,0.25507467,-0.059831105,0.00343002
2007/6/19,,0.005997256,,,0,,,,-0.028715053,0.315063574,,0.656629733,-0.002087523,-0.028715053,0.285866287,-0.061763185,-0.00193208
2007/6/20,,-0.022686632,,,0,,,,-0.020906152,0.322681134,,0.656629733,0.007808901,-0.020906152,0.291863543,-0.072241418,-0.010478233
2007/6/21,,0.009498712,,,0,,,,-0.024146727,0.31951274,,0.656629733,-0.003240575,-0.024146727,0.269176912,-0.074248523,-0.002007105
2007/6/22,-1,-0.035366791,0.333333333,1,0,0.666666667,1,1,-0.012286777,0.329257,5.80E-06,0.658525598,0.01185995,-0.012286777,0.278675624,-0.066799263,0.00744926
2007/6/25,,-0.043856079,,,0,,,,0.001908636,0.343384861,,0.658525598,0.014195413,0.001908636,0.243308832,-0.069993031,-0.003193768
2007/6/26,,0.012970025,,,0,,,,-0.002205826,0.339271007,,0.658525598,-0.004114462,-0.002205826,0.199452754,-0.058476701,0.01151633
2007/6/27,,0.028179645,,,0,,,,-0.011392147,0.3301469,,0.658525598,-0.009186321,-0.011392147,0.212422779,-0.044287025,0.014189676
2007/6/28,,-0.046079807,,,0,,,,0.003454292,0.344934667,,0.658525598,0.014846439,0.003454292,0.240602424,-0.04866202,-0.004374995
2007/6/29,-1,-0.024780215,0.333333333,1,0,0.666666667,1,1,0.011073799,0.337021749,2.34E-05,0.674090227,0.007619507,0.011073799,0.194522617,-0.058234506,-0.009572486
2007/7/2,,-0.001707052,,,0,,,,0.011619036,0.337596572,,0.674090227,0.000545237,0.011619036,0.169742403,-0.043334645,0.014899861
2007/7/3,,0.019650456,,,0,,,,0.004997569,0.330919851,,0.674090227,-0.006621466,0.004997569,0.16803535,-0.035224206,0.008110438
2007/7/4,,-0.023404506,,,0,,,,0.012864368,0.338857243,,0.674090227,0.007866799,0.012864368,0.187685806,-0.034663967,0.00056024
2007/7/5,,-0.056639071,,,0,,,,0.030921446,0.357314253,,0.674090227,0.018057078,0.030921446,0.1642813,-0.041301452,-0.006637485
2007/7/6,-1,0.047704044,1,1,0,0,0,1,0.015803493,1.013892306,0.002036722,0,-0.015117954,0.015803493,0.107642229,-0.033620114,0.007681338
2007/7/9,,0.029483333,,,0,,,,-0.016582384,0.983554347,,,-0.032385876,-0.016582384,0.155346273,-0.015439481,0.018180632
2007/7/10,,-0.012026071,,,0,,,,-0.003970748,0.996037125,,,0.012611636,-0.003970748,0.184829606,-0.031877741,-0.016438259
2007/7/11,,0.00376711,,,0,,,,-0.00788794,0.992143088,,,-0.003917192,-0.00788794,0.172803535,-0.064242268,-0.032364527
2007/7/12,,0.007112097,,,0,,,,-0.015366207,0.984751251,,,-0.007478267,-0.015366207,0.176570645,-0.052359106,0.011883162
2007/7/13,-1,0.000838021,1,1,0,0,0,1,-0.016254592,0.983876801,,0,-0.000888386,-0.016254592,0.183682742,-0.0561759,-0.003816794
2007/7/16,,-0.032497815,,,0,,,,0.015220271,1.01533669,,,0.031474864,0.015220271,0.184520763,-0.063338942,-0.007163041
2007/7/17,,0.024489646,,,0,,,,-0.008310045,0.991724388,,,-0.023530316,-0.008310045,0.152022948,-0.064177666,-0.000838724
2007/7/18,,0.004717524,,,0,,,,-0.01297474,0.987109069,,,-0.004664695,-0.01297474,0.176512594,-0.032702802,0.031474864
2007/7/19,,-0.000149713,,,0,,,,-0.01282603,0.987255873,,,0.00014871,-0.01282603,0.181230118,-0.041001131,-0.00829833
2007/7/20,-1,0.042398057,1,1,0,0,0,1,-0.056791732,0.944790818,,0,-0.043965703,-0.056791732,0.181080405,-0.042578598,-0.001577467
2007/7/23,,0.045486767,,,0,,,,-0.104446555,0.90082294,,,-0.047654823,-0.104446555,0.223478461,-0.042528699,4.99E-05
2007/7/24,,0.001113239,,,0,,,,-0.105669894,0.899721603,,,-0.001223339,-0.105669894,0.268965229,-0.057070532,-0.014541834
2007/7/25,,0.022363323,,,0,,,,-0.130865619,0.877335663,,,-0.025195725,-0.130865619,0.270078468,-0.106712681,-0.049642148
2007/7/26,,0.011153744,,,0,,,,-0.143891004,0.865982132,,,-0.013025384,-0.143891004,0.292441791,-0.107827161,-0.00111448
2007/7/27,-1,0.000917503,1,1,0,0,0,1,-0.144976588,0.865042545,,0,-0.001085584,-0.144976588,0.303595535,-0.130702065,-0.022874904
2007/7/30,,0.023668604,,,0,,,,-0.169219003,0.844323974,,,-0.024242415,-0.169219003,0.304513038,-0.141981619,-0.011279554
2007/7/31,,0.011331604,,,0,,,,-0.18124638,0.834229796,,,-0.012027377,-0.18124638,0.328181642,-0.142899964,-0.000918345
2007/8/1,,-0.038875704,,,0,,,,-0.141116053,0.868388526,,,0.040130327,-0.141116053,0.339513246,-0.167142379,-0.024242415
2007/8/2,,0.033397285,,,0,,,,-0.175396494,0.839124247,,,-0.034280441,-0.175396494,0.300637542,-0.178603862,-0.011461483
2007/8/3,-1,0.035908168,0.333333333,1,0,0.666666667,1,1,-0.214989217,0.268850046,,0.537700092,-0.039592723,-0.214989217,0.334034827,-0.141183093,0.037420769
2007/8/6,,0.022704891,,,0,,,,-0.222673536,0.262676009,,0.537700092,-0.007684319,-0.222673536,0.369942995,-0.152568069,-0.011384975
2007/8/7,,0.004363359,,,0,,,,-0.224177273,0.261473359,,0.537700092,-0.001503737,-0.224177273,0.392647886,-0.164829822,-0.012261753
2007/8/8,,-0.012022324,,,0,,,,-0.220055257,0.264774363,,0.537700092,0.004122016,-0.220055257,0.397011245,-0.17251414,-0.007684319
2007/8/9,,0.023123446,,,0,,,,-0.22804311,0.258389849,,0.537700092,-0.007987853,-0.22804311,0.384988922,-0.173972835,-0.001458694
2007/8/10,-1,-0.010650387,0.333333333,1,0,0.666666667,1,1,-0.224333112,0.266349639,,0.532699278,0.003709997,-0.224333112,0.408112367,-0.169997299,0.003975535
2007/8/13,,-0.001162167,,,0,,,,-0.223946023,0.266659002,,0.532699278,0.000387089,-0.223946023,0.39746198,-0.177829387,-0.007832087
2007/8/14,,0.015631689,,,0,,,,-0.229203189,0.26246767,,0.532699278,-0.005257166,-0.229203189,0.396299814,-0.174304317,0.00352507
2007/8/15,,0.000662892,,,0,,,,-0.229428568,0.262288476,,0.532699278,-0.000225379,-0.229428568,0.411931502,-0.173920749,0.000383567
2007/8/16,,-0.016135735,,,0,,,,-0.223998895,0.266616739,,0.532699278,0.005429673,-0.223998895,0.412594395,-0.179186477,-0.005265728
2007/8/17,-1,-0.020401798,0.333333333,1,0,0.666666667,1,1,-0.217298693,0.268224219,5.64E-06,0.536459719,0.006700202,-0.217298693,0.396458659,-0.179407539,-0.000221062
2007/8/20,,0.054439372,,,0,,,,-0.236131016,0.253217488,,0.536459719,-0.018832323,-0.236131016,0.376056861,-0.174086305,0.005321234
2007/8/21,,0.017707657,,,0,,,,-0.242559346,0.248157463,,0.536459719,-0.00642833,-0.242559346,0.430496233,-0.167382543,0.006703762
2007/8/22,,0.015757878,,,0,,,,-0.248412198,0.243578628,,0.536459719,-0.005852852,-0.248412198,0.44820389,-0.186214565,-0.018832022
2007/8/23,,0.016538096,,,0,,,,-0.254692832,0.238694846,,0.536459719,-0.006280633,-0.254692832,0.463961768,-0.181289456,0.004925109
2007/8/24,1,0.015772756,0.333333333,1,0,0.666666667,1,1,-0.260818242,0.256036558,0.000770421,0.513613958,-0.006125411,-0.260818242,0.480499864,-0.176017174,0.005272283
2007/8/27,,0.00488877,,,0,,,,-0.260189761,0.257291326,,0.513613958,0.000628482,-0.260189761,0.49627262,-0.17047937,0.005537804
2007/8/28,,0.0016427,,,0,,,,-0.259641206,0.257714326,,0.513613958,0.000548555,-0.259641206,0.50116139,-0.165199691,0.005279679
2007/8/29,,-0.015340505,,,0,,,,-0.264740604,0.253791028,,0.513613958,-0.005099398,-0.264740604,0.50280409,-0.163572744,0.001626947
2007/8/30,,0.013331546,,,0,,,,-0.260311986,0.257197108,,0.513613958,0.004428619,-0.260311986,0.487463585,-0.16302652,0.000546223
2007/8/31,1,0.010548549,0.333333333,1,0,0.666666667,1,1,-0.256779859,0.257840732,5.43E-06,0.515692322,0.003532126,-0.256779859,0.500795131,-0.158975481,0.00405104
2007/9/3,,0.022837915,,,0,,,,-0.249116248,0.263797032,,0.515692322,0.007663611,-0.249116248,0.51134368,-0.155521272,0.003454209
2007/9/4,,-0.010917127,,,0,,,,-0.252797527,0.26093279,,0.515692322,-0.003681279,-0.252797527,0.534181594,-0.151999194,0.003522078
2007/9/5,,0.000544594,,,0,,,,-0.25261452,0.261074931,,0.515692322,0.000183007,-0.25261452,0.523264468,-0.144332046,0.007667148
2007/9/6,,0.009055967,,,0,,,,-0.24956161,0.263449955,,0.515692322,0.00305291,-0.24956161,0.523809062,-0.147965455,-0.003633409
2007/9/7,1,-0.021900894,0.333333333,1,0,0.666666667,1,1,-0.256913375,0.257811737,,0.515623473,-0.007351765,-0.256913375,0.532865028,-0.147783891,0.000181564
2007/9/10,,0.015446305,,,0,,,,-0.251738051,0.26182489,,0.515623473,0.005175324,-0.251738051,0.510964134,-0.144756296,0.003027594
2007/9/11,,-0.048218564,,,0,,,,-0.267718564,0.249499611,,0.515623473,-0.015980512,-0.267718564,0.526410439,-0.15200641,-0.007250114
2007/9/12,,0.015255526,,,0,,,,-0.26271826,0.25333504,,0.515623473,0.005000304,-0.26271826,0.478191875,-0.146831087,0.005175324
2007/9/13,,0.027882479,,,0,,,,-0.253446174,0.260498046,,0.515623473,0.009272086,-0.253446174,0.493447402,-0.162652002,-0.015820916
2007/9/14,-1,0.00880417,0.333333333,1,0,0.666666667,1,1,-0.250482485,0.258696613,0.000778425,0.518950076,0.002963689,-0.250482485,0.521329881,-0.157540924,0.005111078
2007/9/17,,0.018654768,,,0,,,,-0.257766739,0.253825393,,0.518950076,-0.007284254,-0.257766739,0.53013405,-0.148165311,0.009375614
2007/9/18,,-0.004021598,,,0,,,,-0.256398797,0.254883229,,0.518950076,0.001367942,-0.256398797,0.548788818,-0.152111925,-0.003946615
2007/9/19,,-0.010567172,,,0,,,,-0.252839277,0.257642612,,0.518950076,0.00355952,-0.252839277,0.544767219,-0.158408325,-0.006296399
2007/9/20,,0.013862909,,,0,,,,-0.257519292,0.254016638,,0.518950076,-0.004680015,-0.257519292,0.534200047,-0.157071378,0.001336947
2007/9/21,-1,-0.004892822,1,1,0,0,0,1,-0.255857591,0.772705554,0.001546667,0,0.001661701,-0.255857591,0.548062956,-0.153575002,0.003496376
2007/9/24,,0.00834097,,,0,,,,-0.266268343,0.766233486,,,-0.010410752,-0.266268343,0.543170134,-0.158242471,-0.004667469
2007/9/25,,-0.010809221,,,0,,,,-0.255395042,0.774610434,,,0.010873301,-0.255395042,0.551511104,-0.156616836,0.001625635
2007/9/26,,-0.017308701,,,0,,,,-0.238463819,0.787837193,,,0.016931223,-0.238463819,0.540701883,-0.167031594,-0.010414757
2007/9/27,,0.012353846,,,0,,,,-0.250488807,0.778420192,,,-0.012024989,-0.250488807,0.523393183,-0.156337964,0.01069363
2007/9/28,1,0.027825825,0.333333333,1,0,0.666666667,1,1,-0.278684892,0.251502666,0.000756778,0.504518888,-0.028196085,-0.278684892,0.535747029,-0.139355675,0.016982289
2007/10/8,,0.012877216,,,0,,,,-0.275383148,0.254762262,,0.504518888,0.003301744,-0.275383148,0.563572854,-0.143507773,-0.004152098
2007/10/9,,0.004023284,,,0,,,,-0.274031407,0.255789308,,0.504518888,0.001351741,-0.274031407,0.57645007,-0.152957811,-0.009450038
2007/10/10,,0.001730377,,,0,,,,-0.273448925,0.256232303,,0.504518888,0.000582482,-0.273448925,0.580473354,-0.149656067,0.003301744
2007/10/11,,0.01298656,,,0,,,,-0.269055996,0.25958158,,0.504518888,0.004392929,-0.269055996,0.582203731,-0.151998573,-0.002342506
2007/10/12,-1,-0.003976591,0.333333333,1,0,0.666666667,1,1,-0.270405158,0.253593686,0.00076307,0.508713512,-0.001349162,-0.270405158,0.595190291,-0.152576692,-0.000578119
2007/10/15,,0.014574599,,,0,,,,-0.276301602,0.249870594,,0.508713512,-0.005896444,-0.276301602,0.5912137,-0.167735549,-0.015158858
2007/10/16,,0.009531086,,,0,,,,-0.279555354,0.247406361,,0.508713512,-0.003253752,-0.279555354,0.605788299,-0.163774709,0.00396084
2007/10/17,,-0.009072543,,,0,,,,-0.276457191,0.249752576,,0.508713512,0.003098163,-0.276457191,0.615319385,-0.168680498,-0.004905789
2007/10/18,,-0.036432765,,,0,,,,-0.26438705,0.258962841,,0.508713512,0.01207014,-0.26438705,0.606246842,-0.171877822,-0.003197323
2007/10/19,-1,-0.000300985,0.333333333,1,0,0.666666667,1,1,-0.264289748,0.255910048,6.97E-06,0.511834035,9.73E-05,-0.264289748,0.569814077,-0.16887184,0.003005981
2007/10/22,,-0.025505724,,,0,,,,-0.255939614,0.262354682,,0.511834035,0.008350134,-0.255939614,0.569513093,-0.15701977,0.01185207
2007/10/23,,0.012242305,,,0,,,,-0.259916573,0.25928188,,0.511834035,-0.003976959,-0.259916573,0.544007369,-0.156931256,8.85E-05
2007/10/24,,0.008612485,,,0,,,,-0.262753337,0.257097505,,0.511834035,-0.002836764,-0.262753337,0.556249673,-0.148572018,0.008359237
2007/10/25,,-0.046561176,,,0,,,,-0.24779511,0.268685812,,0.511834035,0.014958228,-0.24779511,0.564862158,-0.152694576,-0.004122558
2007/10/26,-1,0.011375325,1,1,0,0,0,1,-0.251365153,0.776172841,0.001565485,0,-0.003570044,-0.251365153,0.518300982,-0.155581967,-0.002887391
2007/10/29,,0.020829558,,,0,,,,-0.274652725,0.759835949,,,-0.023287572,-0.274652725,0.529676307,-0.11309173,0.042490237
2007/10/30,,0.015797627,,,0,,,,-0.29139996,0.747216762,,,-0.016747235,-0.29139996,0.550505865,-0.124728495,-0.011636765
2007/10/31,,0.016389059,,,0,,,,-0.309365149,0.733912734,,,-0.017965189,-0.309365149,0.566303493,-0.146001169,-0.021272675
2007/11/1,,-0.014753534,,,0,,,,-0.293165243,0.745898876,,,0.016199906,-0.293165243,0.582692552,-0.162052373,-0.016051204
2007/11/2,-1,-0.023885968,1,1,0,0,0,1,-0.267966501,0.764933405,,0,0.025198742,-0.267966501,0.567939018,-0.178714515,-0.016662142
2007/11/5,,-0.020792313,,,0,,,,-0.247597718,0.780673931,,,0.020368784,-0.247597718,0.544053049,-0.164175487,0.014539028
2007/11/6,,-0.008009138,,,0,,,,-0.239971404,0.786650356,,,0.007626314,-0.239971404,0.523260736,-0.140890076,0.023285411
2007/11/7,,0.00620164,,,0,,,,-0.245866174,0.782026873,,,-0.00589477,-0.245866174,0.515251598,-0.12059047,0.020299605
2007/11/8,,-0.049215719,,,0,,,,-0.200964673,0.817941326,,,0.044901501,-0.200964673,0.521453238,-0.112705459,0.007885011
2007/11/9,-1,-0.010487357,1,1,0,0,0,1,-0.19192529,0.825187224,0.000181305,0,0.009039383,-0.19192529,0.47223752,-0.118969542,-0.006264083
2007/11/12,,-0.012432812,,,0,,,,-0.179864847,0.835383108,,,0.012060443,-0.179864847,0.461750162,-0.072062816,0.046906726
2007/11/13,,-0.00786695,,,0,,,,-0.172249113,0.841769451,,,0.007615734,-0.172249113,0.449317351,-0.061821783,0.010241033
2007/11/14,,0.040986865,,,0,,,,-0.213269096,0.807938695,,,-0.041019982,-0.213269096,0.4414504,-0.049572625,0.012249158
2007/11/15,,-0.012668596,,,0,,,,-0.200228303,0.818543855,,,0.013040792,-0.200228303,0.482437265,-0.041803697,0.007768929
2007/11/16,-1,-0.014561002,1,1,0,0,0,1,-0.185645012,0.830552241,1.61E-05,0,0.014583292,-0.185645012,0.469768669,-0.084565874,-0.042762178
2007/11/19,,-0.002647451,,,0,,,,-0.183023988,0.83274818,,,0.002621024,-0.183023988,0.455207667,-0.072055766,0.012510109
2007/11/20,,0.014897233,,,0,,,,-0.19806615,0.820315587,,,-0.015042162,-0.19806615,0.452560216,-0.057741045,0.014314721
2007/11/21,,-0.014256723,,,0,,,,-0.183661527,0.832217439,,,0.014404623,-0.183661527,0.467457449,-0.055143334,0.002597711
2007/11/22,,-0.046066379,,,0,,,,-0.139796556,0.869535119,,,0.043864971,-0.139796556,0.453200726,-0.070273766,-0.015130432
2007/11/23,-1,0.017352582,1,1,0,0,0,1,-0.155859413,0.855604098,7.54E-05,0,-0.016062857,-0.155859413,0.407134348,-0.056217443,0.014056323
2007/11/26,,-0.011615418,,,0,,,,-0.144465465,0.865484801,,,0.011393948,-0.144465465,0.424486929,-0.012221925,0.043995518
2007/11/27,,-0.018700545,,,0,,,,-0.12652363,0.881153328,,,0.017941835,-0.12652363,0.412871512,-0.030010198,-0.017788273
2007/11/28,,-0.013333673,,,0,,,,-0.114123747,0.892147549,,,0.012399883,-0.114123747,0.394170967,-0.018528151,0.011482047
2007/11/29,,0.040743949,,,0,,,,-0.153050244,0.858086607,,,-0.038926498,-0.153050244,0.380837293,-0.01237155,0.006156601
2007/11/30,-1,-0.021851742,0.333333333,1,0,0.666666667,1,1,-0.131788235,0.292175531,,0.584351062,0.02126201,-0.131788235,0.421581242,-0.007972402,0.004399148
2007/12/3,,0.007415324,,,0,,,,-0.134272279,0.290000902,,0.584351062,-0.002484045,-0.134272279,0.3997295,-0.021935448,-0.013963047
2007/12/4,,0.011776996,,,0,,,,-0.138268411,0.286513848,,0.584351062,-0.003996132,-0.138268411,0.407144824,-0.014756372,0.007179076
2007/12/5,,0.027921725,,,0,,,,-0.147999446,0.278080531,,0.584351062,-0.009731034,-0.147999446,0.41892182,-0.017247534,-0.002491162
2007/12/6,,0.001028478,,,0,,,,-0.148364938,0.277765376,,0.584351062,-0.000365493,-0.148364938,0.446843546,-0.014314813,0.002932722
2007/12/7,-1,0.014040806,0.333333333,1,0,0.666666667,1,1,-0.153406031,0.285927122,,0.571854244,-0.005041093,-0.153406031,0.447872024,-0.00492671,0.009388103
2007/12/10,,0.018125472,,,0,,,,-0.159521605,0.280697304,,0.571854244,-0.006115574,-0.159521605,0.461912831,-0.004593134,0.000333575
2007/12/11,,0.001253704,,,0,,,,-0.159950121,0.280332051,,0.571854244,-0.000428516,-0.159950121,0.480038303,0.000108708,0.004701843
2007/12/12,,-0.012255729,,,0,,,,-0.155791834,0.283883063,,0.571854244,0.004158286,-0.155791834,0.481292007,-0.006995085,-0.007103793
2007/12/13,,-0.038771371,,,0,,,,-0.143075452,0.294834429,,0.571854244,0.012716382,-0.143075452,0.469036277,-0.007578346,-0.000583261
2007/12/14,-1,0.018931913,0.333333333,1,0,0.666666667,1,1,-0.149203041,0.287127787,3.61E-06,0.574262799,-0.006127589,-0.149203041,0.430264907,-0.011649322,-0.004070975
2007/12/17,,-0.024477223,,,0,,,,-0.141179583,0.294070561,,0.574262799,0.008023459,-0.141179583,0.449196819,-7.81E-05,0.011571225
2007/12/18,,-0.005652835,,,0,,,,-0.139362381,0.295649933,,0.574262799,0.001817202,-0.139362381,0.424719596,-0.006483513,-0.006405417
2007/12/19,,0.023809967,,,0,,,,-0.147109401,0.288936738,,0.574262799,-0.00774702,-0.147109401,0.419066761,0.001544207,0.00802772
2007/12/20,,0.018210586,,,0,,,,-0.153202328,0.283693317,,0.574262799,-0.006092927,-0.153202328,0.442876728,-0.001333255,-0.002877462
2007/12/21,-1,0.012754832,1,1,0,0,0,1,-0.157559123,0.852525012,0.001701296,0,-0.004356796,-0.157559123,0.461087314,0.006666428,0.007999683
2007/12/24,,0.020425621,,,0,,,,-0.180404273,0.834932602,,,-0.02284515,-0.180404273,0.473842146,-0.000466376,-0.007132804
2007/12/25,,0.001857264,,,0,,,,-0.182343481,0.833315063,,,-0.001939208,-0.182343481,0.494267767,-0.004754398,-0.004288021
2007/12/26,,0.00920074,,,0,,,,-0.192059886,0.825257446,,,-0.009716405,-0.192059886,0.496125031,-0.027603636,-0.022849239
2007/12/27,,0.019280996,,,0,,,,-0.213032865,0.808129578,,,-0.020972979,-0.213032865,0.505325771,-0.027985905,-0.000382269
2007/12/28,-1,-0.005464336,0.333333333,1,0,0.666666667,1,1,-0.207002907,0.271005762,,0.542011524,0.006029958,-0.207002907,0.524606767,-0.040276594,-0.012290689
2008/1/2,,0.008732377,,,0,,,,-0.209930728,0.268628875,,0.542011524,-0.00292782,-0.209930728,0.519142431,-0.059936668,-0.019660074
2008/1/3,,0.006834404,,,0,,,,-0.212246154,0.266754068,,0.542011524,-0.002315426,-0.212246154,0.527874808,-0.058121838,0.00181483
2008/1/4,-1,0.011300654,0.333333333,1,0,0.666666667,1,1,-0.216121562,0.268545787,,0.537091574,-0.003875408,-0.216121562,0.534709211,-0.061051461,-0.002929623
2008/1/7,,0.013213673,,,0,,,,-0.220565207,0.264973763,,0.537091574,-0.004443645,-0.220565207,0.546009865,-0.063340015,-0.002288554
2008/1/8,,-0.005149479,,,0,,,,-0.218824143,0.266371426,,0.537091574,0.001741064,-0.218824143,0.559223538,-0.067135458,-0.003795443
2008/1/9,,0.015385595,,,0,,,,-0.224061969,0.262174029,,0.537091574,-0.005237827,-0.224061969,0.554074058,-0.071579102,-0.004443645
